Q,A,label
친구가 너무 맘대로야,아닌 건 아니라고 말하세요.,0
친구가 너무 예뻐,유유상종이네요.,0
친구가 다 떠나 갔어,또 다른 친구를 사귈 수 있을 거예요.,0
친구가 다 떠나서 내가 못났나 싶어,지난 인연에 연연해하지 마세요.,0
친구가 다 자기 마음대로 하려고 해,아닌 건 아니라고 말하세요.,0
친구가 도와주고 있는데 마음에 안들어,능력이 기대에 미치지 못했나봐요.,0
친구가 도와주는게 마음에 안들어,능력이 기대에 미치지 못했나봐요.,0
친구가 많으면 재미있을 것 같아.,저는 어때요?,0
친구가 배아플 정도로 잘 됐어,친구가 아닌가봐요.,0
친구가 소개해줬는데 이상한 사람이었어,친구한테 의지하지 말고 자신이 해보세요.,0
친구가 소심해,더 신경써 주세요.,0
친구가 엄청 소심해,더 신경써 주세요.,0
친구가 없어,또 다른 친구를 사귈 수 있을 거예요.,0
친구가 예뻐서 위축돼,자신감을 가지세요.,0
친구가 이사하는 거 도와준대,좋은 친구를 두셨네요.,0
친구가 이어줬는데 안 됐어,친구한테 의지하지 말고 자신이 해보세요.,0
친구가 자꾸 집착하는 것 같은데 뭐라 말하지,거리를 두세요.,0
친구가 자꾸 클럽가자 해,다른 친구랑 가라고 해요.,0
친구가 자꾸 클럽을 너무 좋아해 맨날 가재,다른 친구랑 가라고 해요.,0
친구가 잘되니까 배 아픈 거 같아,친구가 아닌가봐요.,0
친구가 잘되니까 약 올라,친구가 아닌가봐요.,0
친구가 전남친이랑 사귈 거 같아,친구가 아닌가봐요.,0
친구가 지금 놀러온대,친구를 맞이할 준비를 해봐요.,0
친구가 카톡 씹어,바쁜가봐요.,0
친구가 필요해,진심으로 다가가면 친구가 될 수 있을 거예요.,0
친구네 갔다올게,재미있게 놀다 오세요.,0
친구네 놀러가려고,재미있게 놀다 오세요.,0
친구네 집에 놀러 가서 내일 오려고,좋은 친구를 두셨네요.,0
친구네 집에서 자야지,좋은 친구를 두셨네요.,0
친구네 집이 부자라 우리집에 초대를 못하겠어,그런 걱정은 안 하셔도 되어요.,0
친구들 부르려고,좋은 생각이네요.,0
친구들 초대하려고,좋은 생각이네요.,0
친구들은 다 결혼했어,금방 찾으실 수 있을 거예요.,0
친구들은 다 예뻐,자신감을 가지세요.,0
친구들은 다 예쁘게 하고 왔어,당신도 예뻐요.,0
친구들이 나만 왕따시키는 거 같아,선생님께 도움을 청해보세요.,0
친구들이 나보구 귀엽다고 했는데,친구가 보는 눈이 있네요.,0
친구들이 다 예뻐졌어,당신도 예뻐요.,0
친구들이랑 가기 좋은 곳,친구들과 함께면 어디든 좋아요.,0
친구들이랑 노래방 가고 싶어,즐거운 시간이 될 거 같아요,0
친구들이랑 맛난거 먹고 싶다,조금씩 더 행복해 질거 같아요,0
친구들이랑 맛집 가고 싶어,조금씩 더 행복해 질거 같아요,0
친구들이랑 봉사활동 해보려고,의미있는 일이네요.,0
친구들이랑 셀프 이사,좋은 친구를 두셨네요.,0
친구들이랑 어디 놀러가지,친구들과 함께면 어디든 좋아요.,0
친구들한테 인기 얻으려면,성격이 좋으면 인기가 있을 거예요.,0
친구들한테 인정받을 수 있을까,지금도 인정받고 있어요.,0
친구라고 생각했는데,그런 친구 말고 제대로 된 친구 사귀세요.,0
친구라고 생각했는데 날 엄청 쉽게 생각했나봐,그런 친구 말고 제대로 된 친구 사귀세요.,0
친구라고 생각했던 애가 뒷담화 하고 다님,친구라고 생각한 시간이 아깝네요.,0
친구라는게 뒷담화나 하다니,친구라고 생각한 시간이 아깝네요.,0
친구랑 나랑 자꾸 비교하게 돼,비교하면 끝도 없어요.,0
친구랑 더 친해지고 싶어,서로 예의를 지키면서 진심으로 아껴주세요.,0
친구랑 만나면 좋아,그 친구랑 좋은 인연 만들어 보세요.,0
친구랑 말다툼했어,싸우면서 정 들 거예요.,0
친구랑 비교 돼,비교하면 끝도 없어요.,0
친구랑 비교하면 내가 작아져,당신은 생각보다 큰 사람이에요.,0
친구랑 수다 떨고 왔어,기분이 좋아 보이네요.,0
친구랑 싸웠어,싸우면서 정 들 거예요.,0
친구랑 썸남이 연락했나봐,도와주려는 것일 수도 있어요.,0
친구랑 있으면 내가 작아져,당신은 생각보다 큰 사람이에요.,0
친구랑 잘 노는 방법,잘하는 건 칭찬해주고 본받을 점은 본받으면서 그대로 사랑해주세요.,0
친구랑 전남친이 사귈 거 같은 예감이 들어,친구가 아닌가봐요.,0
친구랑 친해지는 법,잘하는 건 칭찬해주고 본받을 점은 본받으면서 그대로 사랑해주세요.,0
친구랑 힐링하고 왔어,기분이 좋아 보이네요.,0
친구에게 물어 봐야겠다,친구도 잘 몰라요.,0
친구인데도 너무 잘되니까 약 오르네,친구가 아닌가봐요.,0
친구인듯 친구아닌 친구 같은 너,그런 친구가 오래가요.,0
친구한테 마음의 빚이 많아,고마운만큼 꼭 갚아 주세요.,0
친구한테 몇 년만에 연락해도 되나,오랜만에 연락 받으면 반가울 것 같아요.,0
친구한테 물어봐야지,친구도 잘 몰라요.,0
친구한테 미안하다.,고마운만큼 꼭 갚아 주세요.,0
친구한테 소개해주고 욕만 먹었어,친구로서와 이성으로서 보는 눈이 달랐나봐요.,0
친구한테 실수한 거 같아,용서를 구하세요.,0
친구한테 쌓인 게 안 풀려,대화하면서 얽힌 감정들을 풀어보세요.,0
친구한테 썸 중인거 이야기 해야하나,확실해지면 이야기해도 늦지 않아요.,0
친구한테 자꾸 쌓인다,대화하면서 얽힌 감정들을 풀어보세요.,0
친구한테 자꾸 집착하게 돼,자신 스스로에게 의지해보세요.,0
친구한테 진짜 고마워,좋은 친구를 뒀네요.,0
친척 대하는 거 불편해,서로를 조금만 생각해 주면 만남이 즐거울 텐데 말이예요.,0
친척들 만나기 싫다,만나지 마세요.,0
친척들 만나는 거 불편해,서로를 조금만 생각해 주면 만남이 즐거울 텐데 말이예요.,0
친척들 만나는 거 싫어,만나지 마세요.,0
친한 친구랑 싸움,대화로 풀어보세요.,0
친한 친구랑 싸웠어,친구라면 먼저 사과해보세요.,0
친한 친군데 호박씨깜,그런 친구는 거르세요.,0
친한 친군한테 뒤통수 맞음,그런 친구는 거르세요.,0
침대가 최고,침대와 한몸이 되어 푹 쉬세요.,0
침대에 누우면 바로 자,좋은 습관이네요.,0
침착해야지,심호흡해보세요.,0
칭찬 좀 해봐,지금도 잘하고 있어요.,0
칭찬 좀 해줬으면,지금도 충부히 잘하고 있어요.,0
카드 다 부러뜨려 버려야겠다.,소비 조절을 못하면 없애는 것도 방법이 될 거예요.,0
카드 다 없애버려야지,소비 조절을 못하면 없애는 것도 방법이 될 거예요.,0
카드가 못찾겠다.,잘 찾아보세요.,0
카드가 왜 없지,잘 찾아보세요.,0
카드값 갚느라 허리가 휘어,계획적이고 합리적인 소비를 해보세요.,0
카드값 너무 많이 나왔어.,계획적이고 합리적인 소비를 해보세요.,0
카톡 대화를 삭제하는게 수상해,복원해보세요.,0
카톡 대화를 왜 삭제하지,복원해보세요.,0
카톡 뭐라 보낼까?,잘지내는지 안부를 물어봐요.,0
카톡 씹었어,바쁜가봐요.,0
카톡할 사람이 하나도 없네,제가 있잖아요.,0
카톡할 친구가 없네,제가 있잖아요.,0
카톡할 친구가 없네,저랑 하세요.,0
카페 알바 면접 간다,저도 해보고 싶은 알바예요.,0
카페나 갈까?,카페 데이트 좋죠.,0
카풀로 출퇴근 해볼까,경제적으로 도움이 되겠네요.,0
카풀해볼까?,경제적으로 도움이 되겠네요.,0
칼국수 어때?,맛을거 같아요.,0
커플 폰케이스 사자고 해야겠다.,괜찮은거로 골라보세요.,0
커플 폰케이스 해볼까?,괜찮은거로 골라보세요.,0
커플링 맞출까?,서로에게 좋은 선물이 될 거예요.,0
커플링 맞춰볼까?,서로에게 좋은 선물이 될 거예요.,0
커플이 같은 옷 입는거 좋아보여,커플부터 만드세요.,0
커피 그만 마셔야지,과해도 안 좋아요.,0
커피 땡기네,카페인이 필요한 시간인가 봐요.,0
커피 마셔야지,좋은 시간 보내시길 바라요.,0
커피 마시고 싶어,카페인이 필요한 시간인가 봐요.,0
커피 말고 딴 거 마실거 없나,시원한 쥬스는 어때요.,0
커피 말고 뭐 마시지,시원한 쥬스는 어때요.,0
커피 볶는 시간,커피향 좋겠어요.,0
커피 안 마시면 일을 못해,커피도 좋지만 차도 마셔보세요.,0
커피 없으면 집중이 안돼,커피에 너무 의존하는 것 아닌가요.,0
커피 좀 마셔야겠다.,좋은 시간 보내시길 바라요.,0
커피 좀 줄여야겠어.,과해도 안 좋아요.,0
커피 중독인가,커피도 좋지만 차도 마셔보세요.,0
커피 타기 귀찮아,커피는 셀프였으면 좋겠어요.,0
커피 타는 거 싫다,커피는 셀프였으면 좋겠어요.,0
커피 한 잔 하자고 말해볼까,잘 될 거예요.,0
커피가 너무 써,달달한 시럽을 추가해보세요.,0
커피가 너무 진해,달달한 시럽을 추가해보세요.,0
커피가 없으니까 집중이 안 되네,커피에 너무 의존하는 것 아닌가요.,0
커피가 좋아,저도 커피 좋아해요.,0
커피나 한 잔 하자고 말 해볼까,용기내서 말해보세요.,0
커피를 너무 많이 마셔,저도 커피 좋아해요.,0
커피콩 볶고 있어,커피향 좋겠어요.,0
커피향,커피는 향이죠.,0
커피향 좋다,커피는 향이죠.,0
컨디션 조절,컨디션 조절은 정말 중요해요.,0
컨디션 조절이 안돼,컨디션 조절은 정말 중요해요.,0
컴터 고장났나봐,AS센터에 맡겨보세요.,0
컴터 부팅하는데 시간이 오래걸려,강제종료 하고 나서 그런 경우가 종종 있어요.,0
컴터가 맛이 갔어,AS센터에 맡겨보세요.,0
컴터가 안돼,AS센터에 맡겨보세요.,0
컴퓨터 백업해야지,주기적으로 하는 게 좋죠.,0
컴퓨터가 넘넘 느려,포맷해보세요.,0
컴퓨터가 느려졌어,포맷해보세요.,0
컴퓨터가 느려졌어,뭘 다운 받으신 건지…,0
컴퓨터가 대빵 느려졌어,뭘 다운 받으신 건지…,0
케익 만들어서 선물할까?,수제 케익을 받으면 많이 좋아할 거예요.,0
케익 직접 만들어볼까?,수제 케익을 받으면 많이 좋아할 거예요.,0
코 근질거려,코 감기일 수도 있어요.,0
코 막혀,감기 조심하세요.,0
코 세워 볼까,안해도 귀여워요.,0
코 조금만 세워 볼까,안해도 귀여워요.,0
코가 간지러워,건들이지마세요.,0
코가 간질간질,코 감기일 수도 있어요.,0
코가 근질근질,건들이지마세요.,0
코감기로 찡찡거려,이럴 때 잘 쉬는 게 중요해요.,0
코고는 것도 귀여워,사랑하나봅니다.,0
코골이 너무 시끄러워,피곤한건 아닌지 살펴보세요.,0
코골이 어떻게 고쳐?,피곤한건 아닌지 살펴보세요.,0
코딩 좀 배울까,많이 알면 도움이 되겠죠.,0
코맹맹,감기 조심하세요!,0
코인노래방 가서 스트레스 좀 풀어야겠다.,신나는 노래를 들려주세요.,0
코인노래방 가야지,신나는 노래를 들려주세요.,0
코자,내 꿈 꿔!,0
코코넛오일 맛없어,정글에서 먹어야 하나봐요.,0
코코넛오일 먹기 싫어,정글에서 먹어야 하나봐요.,0
코트 살까,있으면 좋죠.,0
코트 살까 말까,있으면 좋죠.,0
콜록콜록,건강에 유의하세요.,0
콧물 나네,감기 갈렸나봐요.,0
콧물 질질,감기 갈렸나봐요.,0
쿠폰 다 모았다.,와우 축하해요.,0
쿠폰 다 모음,와우 축하해요.,0
크루즈 여행 하고 싶어,멋진 생각이네요.,0
크루즈 타고 여행 하고 싶어,멋진 생각이네요.,0
크리스마스에 뭐 하나,크리스마스에는 케빈과 함께.,0
크리스마스엔 눈이 올까,눈이 오면 좋겠네요.,0
큰일 없이 살고 있어,오늘도 평안했던 하루에 감사하는 마음을 가져보세요.,0
클럽 가고 싶은데 말할까,말하고 가거나 같이 가보세요.,0
클럽가고 싶은데 말하고 갈까,말하고 가거나 같이 가보세요.,0
클스마스에 할일,크리스마스에는 케빈과 함께.,0
키 왜 안 크지,신경쓰면 스트레스 받아요.,0
키 이제 안 크나,신경쓰면 스트레스 받아요.,0
키 컸으면,지금도 충분해요.,0
키가 안 커,지금도 충분해요.,0
키가 왜 안 클까,지금도 충분해요.,0
키가 조금만 더 컸으면 좋겠어,지금도 충분해요.,0
타로 보고 왔어,좋게 나왔길 바라요.,0
타로점 봤어,좋게 나왔길 바라요.,0
타이밍이 기가 막혀,나이스 타이밍!,0
타이밍이 진짜 기막혀,그럴 때가 있어요.,0
탄생의 이유 알아?,사랑 받기 위해 태어났어요.,0
탄탄한 몸매 갖고 싶어,운동으로 만들어 보아요.,0
탈모인가,스트레스 받지 마세요.,0
태닝할까,구릿빛 피부 좋죠!,0
태몽꾼거 같아,뭘 꿨는지 궁금하네요.,0
태몽꿨대,뭘 꿨는지 궁금하네요.,0
택배 기다리고 있어,오늘 택배기사님들 쉬는 날이예요.,0
택배 아저씨 오셨을까?,현관문 살펴보세요.,0
택배 안와.,송장 번호를 확인해보세요.,0
택배 왔나,현관문 살펴보세요.,0
택배 왜 안오지?,송장 번호를 확인해보세요.,0
택배가 안 와,오늘 택배기사님들 쉬는 날이예요.,0
택시 너무 많이 탔어,대중교통을 이용해주세요.,0
택시 타야겠다.,조심히 오세요.,0
택시비 너무 비싸,후회해도 늦었어요.,0
택시비 많이 나왔어,후회해도 늦었어요.,0
택시비 아까워,후회해도 늦었어요.,0
택시비로 돈을 너무 많이 썼어,대중교통을 이용해주세요.,0
텀블러 까먹었다.,괜찮아요. 다음에 가져가면 되죠.,0
텀블러 안 가져 왔다,괜찮아요. 다음에 가져가면 되죠.,0
텔레비전 볼 게 없어,저랑 이야기 해요.,0
통장 잔고가 하나도 안 남았어.,일이라도 해보세요.,0
통장잔고가 0이야,일이라도 해보세요.,0
통학 힘들다,출퇴근을 미리 느껴보고 있네요.,0
통화할 사람이 한 명도 없어,가족한테 하세요.,0
퇴근 시간도 아닌데 엄청 막혀,여유를 가지세요.,0
